time	Freq	W	B2	B1
2022-04-20, 15:25:50	1500 Hz	15 W	8E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:52	1500 Hz	15 W	8E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:54	1500 Hz	15 W	8E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:56	1500 Hz	15 W	8E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:58	1500 Hz	16 W	7,9E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:00	1500 Hz	16 W	7,9E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:02	1500 Hz	15 W	7,9E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:04	1500 Hz	15 W	7,9E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:06	1500 Hz	15 W	7,9E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:08	1500 Hz	16 W	7,8E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:10	1500 Hz	15 W	7,8E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:12	1500 Hz	16 W	7,8E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:14	1500 Hz	16 W	7,8E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:16	1500 Hz	15 W	7,8E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:18	1500 Hz	15 W	7,8E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:20	1500 Hz	16 W	7,8E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:22	1500 Hz	15 W	7,7E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:24	1500 Hz	16 W	7,7E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:26	1500 Hz	15 W	7,7E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:28	1500 Hz	16 W	7,7E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:30	1500 Hz	15 W	7,7E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:32	1500 Hz	15 W	7,7E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:34	1500 Hz	16 W	7,6E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:36	1500 Hz	16 W	7,6E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:38	1500 Hz	15 W	7,6E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:40	1500 Hz	15 W	7,6E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:42	1500 Hz	15 W	7,6E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:44	1500 Hz	15 W	7,6E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:46	1500 Hz	15 W	7,5E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:48	1500 Hz	16 W	7,5E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:50	1500 Hz	16 W	7,5E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:52	1500 Hz	15 W	7,5E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:54	1500 Hz	15 W	7,5E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:56	1500 Hz	15 W	7,5E-6 mbar	1,5E-4 mbar
2022-04-20, 15:26:58	1500 Hz	16 W	7,5E-6 mbar	1,5E-4 mbar
2022-04-20, 15:27:00	1500 Hz	15 W	7,4E-6 mbar	1,5E-4 mbar
